archive_run,row,x1,x2,x3,x4,x5,x6,x7,archived_inverse_inertia,recomputed_inverse_inertia,archived_section_area_m2,recomputed_section_area_m2,archived_effective_Ez_Pa,recomputed_effective_Ez_Pa,radius_1_mm,radius_2_mm,physically_feasible_Rmin_0p9,inverse_inertia_relative_error,section_area_relative_error,Ez_relative_error
EPSO_2,57,3.7903030033019354,2.301328386286371,9.852215638565527,1.7541489047813466,6.3130434875650785,0.5978114451538595,0.5437028760137451,248.1409721911252,248.14090428963303,9.919115277425278e-06,9.904336733840646e-06,7044635.47699043,7055349.738561138,0.9399067380953381,0.84573987365815,False,2.736407920601308e-07,0.0014899054170956702,0.001520910713649187
EPSO_2,58,2.0849359215790693,7.269502079746939,8.763464024361515,6.798603845981504,2.5915163478178282,0.2399321757314143,0.14841768144441814,255.79608961306147,255.79716577852528,9.686076597036902e-06,9.671086844296378e-06,2779956.028727218,2780777.016250292,0.3204607119634366,0.30184179571240627,False,4.20712242099714e-06,0.0015475567006262526,0.0002953239240441077
EPSO_2,59,2.5962958958755333,6.027279935412723,8.962172068859541,5.714568306269844,3.7358036868743683,0.3512174650423371,0.2762805876024128,254.08169152856385,254.0823538252793,9.727095600070724e-06,9.712716595416047e-06,3215142.0982966498,3216504.609185587,0.5597664683282713,0.4872642114220049,False,2.6066290391757608e-06,0.0014782423496045604,0.000423779368774786
EPSO_2,60,3.5944008184369074,3.7865409130128036,9.272533077850067,3.8156529815534213,5.93324570618649,0.5632809101776832,0.5249501947330025,250.63853341826413,250.6403001543054,9.826496578169944e-06,9.812644637535552e-06,4808992.675177487,4813084.041690526,0.9072522525601405,0.8944892716053682,False,7.0489402295039114e-06,0.0014096520081393605,0.0008507741203594128
EPSO_2,61,2.3577486159172643,6.7857761521470685,8.76719463087004,6.647538503885341,3.170575387015326,0.29481028403642223,0.21627205990625867,255.17500345486732,255.17619086213833,9.699459604949867e-06,9.685101283079708e-06,2966737.5298063774,2968266.239485634,0.4253758128658039,0.3869985267113206,False,4.653305593916921e-06,0.0014803218380158236,0.00051528308921768
EPSO_2,62,4.192356661528109,3.1506284275483587,8.90990515620985,3.9761390605753064,7.132643603110334,0.6735785308280321,0.6734797881128656,249.9331629210282,249.93389662159683,9.850512109629144e-06,9.837225229536472e-06,5871891.109585599,5876674.382827581,0.9679202774451272,0.9687945782305707,True,2.935587098734061e-06,0.0013488517089059865,0.0008146052358112338
EPSO_2,63,4.326128112872925,2.693634697006286,9.182007561371561,3.4840578899123384,7.449111642419572,0.7051463038461805,0.7063424587864653,249.2022197690861,249.20224006584067,9.876601598345643e-06,9.863069951490357e-06,6546387.596868244,6552637.53604858,0.9812738057042404,0.981155924574861,True,8.144692526891858e-08,0.0013700711444666139,0.0009547157249481986
EPSO_2,64,5.6213198905092785,2.9915448301897762,10.0,3.148810176304767,6.1143052930899735,0.7471520820895019,0.7448064338564193,249.01021089824977,249.01340472442988,9.878518503724967e-06,9.861606093861198e-06,6285700.520984314,6289831.435171208,1.0908303634281977,1.044219681012258,True,1.2826085197822788e-05,0.0017120390934522783,0.0006571923325177889
EPSO_2,65,3.0643007387440075,7.114952076180167,10.0,6.169671179426066,9.360937163968499,0.44956681099363943,0.4395969026947191,252.4527515101753,252.4552727339737,9.768837493142545e-06,9.75639774010988e-06,4461204.23950644,4463969.170248555,0.858206534173544,1.0187966459417728,False,9.986913524667435e-06,0.0012734118098900822,0.0006197722842701945
EPSO_2,66,2.858970024078209,6.38304655439243,8.533251796472468,6.717539419290282,4.170661707186994,0.38648867379603613,0.34298827656453945,254.44730231850656,254.45014137969588,9.7144412360423e-06,9.701277106401748e-06,3328676.902164537,3330328.941602903,0.660200054930348,0.5950774131481427,False,1.115775708152831e-05,0.0013551092976620469,0.0004963051347193499
EPSO_2,67,4.741191137814663,1.2632435382097764,9.555799968491185,1.819480316656802,8.332985923156725,0.7892045634329393,0.7929948487114408,246.842630487932,246.84033348154452,9.971377626663538e-06,9.95779256225344e-06,11314410.588065509,11333235.007067781,0.9623019757998956,0.950895795563485,True,9.305549786733204e-06,0.0013624059702414058,0.0016637560441838898
EPSO_2,68,4.3724602867335935,1.9406613064557368,9.200221580333281,3.0311376085516075,8.582100339953845,0.8258764292144909,0.845830562560063,248.3146081205054,248.31073623958142,9.91439941495508e-06,9.901381455161756e-06,8309931.989542131,8319389.76081174,0.8872246502703347,1.032927142072554,False,1.559264254844828e-05,0.0013130356412398559,0.0011381286009934483
