case,seed,member,xline_all_values,yline_all_values,X_all_values,area_per_wavelength_mm,inertia_per_wavelength_mm3,effective_Ez_MPa,radius_1_mm,radius_2_mm,feasible,constraint_violation,pareto_member_within_seed,cross_seed_pareto
C036,29,15,6.848712085366661,0.2694225274345841,"[10.0, 0.1, 6.509658431877309, 0.1, 0.1, 0.10444518551776819, 0.17378079625666193, 7.9, 4.0, 0.25]",0.9146494174167489,3.3948512996517195,13.355057213910914,1.4431387178308552,1.077092055971347,True,0.0,True,True
C036,29,24,7.054952567187,0.2693597583421317,"[10.0, 0.10109747487878172, 6.727716407212611, 0.1, 0.1, 0.0, 0.05140098798300122, 7.9, 4.0, 0.25]",0.9144370926915818,3.3948541471814604,12.961633462210399,1.5056662403861993,1.1823887943007305,True,0.0,True,True
C036,29,30,7.068614186795746,0.2692062600765179,"[10.0, 0.1, 6.722877736911843, 0.1, 0.1, 0.043690228576501386, 0.11921727749093719, 7.9, 4.0, 0.25]",0.9137205987997572,3.3941283480556717,12.926446042374161,1.4634764854034557,1.1292033953460965,True,0.0,True,True
C036,29,11,7.169663024964043,0.2691328565134501,"[9.994090180760143, 0.1, 6.937538131030297, 0.1, 0.1, 0.1708780132198619, 0.0, 7.897745576465664, 4.0, 0.25]",0.9129833678351874,3.392314783347757,12.733978774961548,1.657851513973868,1.0201694834348118,True,0.0,True,True
C036,29,13,7.343085883033635,0.26874857509898475,"[9.988739787117566, 0.1, 6.948244024568775, 0.1, 0.1, 0.026919997140982855, 0.12266465613261579, 7.9, 4.0, 0.25]",0.9118120970218732,3.392807186739639,12.41728765734084,1.4383834101424327,1.1283562520736128,True,0.0,True,True
C036,29,12,7.447201510422078,0.26871906618071445,"[10.0, 0.1, 7.26219028110764, 0.1, 0.1, 0.01944914794311412, 0.07784863830682473, 7.9, 4.0, 0.25]",0.912096910777541,3.3942396560880903,12.247512162804991,1.4761514364666612,1.2121056186168475,True,0.0,True,True
C036,29,6,7.665666370139627,0.2683416034497471,"[10.0, 0.1, 7.351524112255651, 0.1, 0.1, 0.05642496863721508, 0.019270418977253474, 7.9, 4.0, 0.25]",0.9106056670289572,3.3934569046409093,11.87901511832129,1.5451471247938466,1.2419833379812724,True,0.0,True,True
C036,29,4,7.748818182782722,0.26821725065802415,"[10.0, 0.1, 7.488953370111496, 0.1, 0.1, 0.0, 0.15394502169212743, 7.9, 4.0, 0.25]",0.9096901467711943,3.391616849920833,11.739727598622146,1.348835266366137,1.092951730321017,True,0.0,True,True
C036,3,17,7.925038479185826,0.26820582880624433,"[0.1, 0.1, 8.051536251534502, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9106553705946823,3.3953601032755802,11.490863709828169,1.3236266755832906,1.4970372344444238,True,0.0,True,True
C036,29,5,8.090885890123854,0.2678284243000904,"[10.0, 0.10183320932817187, 7.725582000044097, 0.1, 0.1, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9088087416741177,3.393249779402936,11.232499803061812,1.5083517965730038,1.3014427188643347,True,0.0,True,True
C036,29,16,8.103492679934174,0.26768986682686563,"[9.997126337216836, 0.1, 7.796234228543586, 0.1, 0.1, 0.1056940177633655, 0.13476086196772374, 7.9, 4.0, 0.25]",0.908346634394586,3.39327986211028,11.209322575731191,1.4653568131751038,1.2581608571513223,True,0.0,True,True
C036,29,8,8.514503259764782,0.26761841223437133,"[9.999831336362679, 0.10495906207001583, 8.134658650393874, 0.1, 0.1, 0.0, 0.19393679469123035, 7.9, 4.0, 0.24981173797797418]",0.9062668387253331,3.386414376943746,10.643801653208472,1.233357186984058,1.0462717751854473,True,0.0,True,True
C036,29,22,8.540214547839238,0.2673564909346565,"[10.0, 0.1, 8.144858795171778, 0.1, 0.1, 0.07242012150829402, 0.05999431445815284, 7.9, 4.0, 0.25]",0.9072515908997085,3.3934152401837365,10.62328804291284,1.5055954773083273,1.314969326601373,True,0.0,True,True
C036,29,18,8.649354648196592,0.2673028950541472,"[10.0, 0.1, 8.409891723223858, 0.1, 0.1, 0.05906641148721457, 0.10994456846257494, 7.9, 4.0, 0.25]",0.9071078987052242,3.3935580777060887,10.487578965146932,1.4276293565431442,1.2789328754384988,True,0.0,True,True
C036,3,8,8.781246027287963,0.26730212109666157,"[0.1, 0.1, 8.80975449000977, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9073051831841646,3.3943059615904274,10.332305692890152,1.3668064064682943,1.4714442890763555,True,0.0,True,True
C036,29,10,9.007659731230259,0.26728187264971787,"[9.999309056128094, 0.1, 8.819305360604819, 0.1, 0.1, 0.18752935994753964, 0.025908298386876347, 7.9, 4.0, 0.25]",0.9063153394248724,3.390859733359583,10.061607192849507,1.6659522247795395,1.1201455873359074,True,0.0,True,True
C036,29,26,9.157988575583502,0.2670726923636515,"[10.0, 0.1, 8.571677285976705, 0.1, 0.1, 0.06853880150017876, 0.019917559520764967, 7.9, 4.0, 0.25]",0.9063164527930518,3.3935197371620207,9.896457560663706,1.5194057068321385,1.3076689703072153,True,0.0,True,True
C036,29,3,9.348962816371388,0.26701806113632404,"[10.0, 0.1, 8.999545827539727, 0.1, 0.1, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9062720908093232,3.3940479042975036,9.693824958018975,1.464368617086958,1.3763257708073418,True,0.0,True,True
C036,3,9,9.398760533229234,0.26701618464955656,"[0.1, 0.1001191196347306, 9.139533054625229, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9062976504768393,3.3941674796466104,9.642735840248637,1.383194248653749,1.459248415492016,True,0.0,True,True
C036,3,6,9.471411504810678,0.26700092728271185,"[0.1, 0.1, 9.368497965163398, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9062863206444776,3.394319000566104,9.568651094761965,1.393674735694379,1.4513700218172305,True,0.0,True,True
C036,29,2,10.132277006151412,0.2669976848829213,"[9.983647850903731, 0.1, 10.0, 0.1, 0.1, 0.12308400253271812, 0.1823150160655583, 7.898562011566786, 4.0, 0.25]",0.9061519730938804,3.3938570422107923,8.943221474736093,1.308531944655389,1.3016648405776536,True,0.0,True,True
C036,29,31,10.338828507664607,0.2669111553100795,"[10.0, 0.1, 9.727908721574165, 0.1, 0.1, 0.04227991011853003, 0.06606474101077764, 7.9, 4.0, 0.25]",0.9059899825134871,3.394350383973156,8.762984914991469,1.4147917345606686,1.3855223201871718,True,0.0,True,True
C036,3,5,10.50276988586781,0.26690962767382675,"[0.1, 0.1033585742497738, 10.0, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9060152946270031,3.394464645292551,8.626441448042275,1.4196213782904639,1.4278402931254894,True,0.0,True,True
C036,29,39,10.577484324024656,0.2669038676345956,"[9.995304045497226, 0.1, 9.407842873929518, 0.1, 0.1, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9059126867744681,3.39415346357853,8.564538211764278,1.4499248025138258,1.3956294054012763,True,0.0,True,True
C036,29,1,10.61181580236345,0.2669005186547366,"[9.993974621023682, 0.1, 9.472589501264727, 0.1, 0.1, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9059109630568443,3.3941895940214857,8.53681386794408,1.4477622830143155,1.3985763037938446,True,0.0,True,True
C036,3,33,10.703212967402475,0.26689513184318064,"[0.1, 0.1, 9.663402428250818, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9059195206860488,3.3942901634426934,8.463996030398553,1.4066586154428755,1.4409511991836235,True,0.0,True,True
C036,3,34,10.802113073185545,0.26688991478944957,"[0.1, 0.1, 9.865811972700119, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.905921672117546,3.3943645747432267,8.386522766238638,1.4146026171634623,1.432688556469348,True,0.0,True,True
C036,3,0,10.86589657316384,0.26688806680598653,"[0.1, 0.1, 10.0, 0.1, 10.0, 0.0, 0.0, 7.9, 4.0, 0.25]",0.9059253540985195,3.3944018739402058,8.337327232949539,1.4198832193181001,1.4273978634721156,True,0.0,True,True
