case,seed,member,d1,d2,d3,d4,d5,w1,w2,pitch_mm,height_mm,thickness_mm,surrogate_objective_1,surrogate_objective_2,surrogate_feasible,surrogate_violation,arc_length_mm,radius_1_mm,radius_2_mm,radius_min_mm,aspect_ratio_H_over_P,thickness_ratio_t_over_H,thickness_ratio_t_over_P,curvature_index_t_over_Rmin,core_material_fraction,board_material_fraction,geometry_feasible,trust_distance,predicted_potential_number,predicted_potential_std,predicted_stress_utilization,predicted_stress_upper
C037,3,10,1.4226103327637407,1.0881247586411187,10.0,0.37523347337498203,6.839875041644026,0.0,0.0,5.944784068951326,4.0,0.15,0.14568588417728548,883.8389324044131,True,0.0,11.205661817516408,0.9855922850611918,1.0559914374237298,0.9855922850611918,0.6728587537588409,0.0375,0.02523220326595653,0.15219274975421204,0.07068588417728547,0.14568588417728548,1.0,1.4956473878893333,0.0011314278691928405,4.8338307415771655e-05,0.5762672615641827,0.5933242319954725
C037,3,11,0.1,0.1,10.0,0.7949600130473515,10.0,0.00423914390300776,0.028467632343407073,5.287326416927478,4.0,0.15,0.15150364593448848,679.232755198936,True,0.0,10.786659950418331,1.0109495085352658,0.9857468747673278,0.9857468747673278,0.7565260179878289,0.0375,0.028369725674543583,0.15216888213356544,0.07650364593448848,0.15150364593448848,1.0,1.952898455321636,0.0014722493759994194,6.63483572019755e-05,0.5872643666711703,0.60432133710246
C037,3,12,0.1,4.183771311550706,9.996112648085441,2.2379102936509265,10.0,0.0412215354123423,0.04054130936171731,6.944143427066425,4.0,0.15,0.13749648709431284,1232.2543646455092,True,0.0,11.572921868552376,1.2155951715169229,1.3984472897898008,1.2155951715169229,0.5760249686677068,0.0375,0.021600936325039007,0.12339634404175631,0.062496487094312825,0.13749648709431284,1.0,1.4035823655215574,0.0008115207612088083,3.414758152504651e-05,0.5251577904273776,0.5422147608586674
C037,3,13,10.0,8.085361828542176,9.906350149896085,2.94814641981508,0.1,0.033478030933272285,0.0,6.744279385674746,3.9979922516070734,0.15,0.13755795618303335,1170.2133296494444,True,0.0,11.238471267954717,0.9700255640127815,1.1210070421342817,0.9700255640127815,0.5927975433667604,0.03751883209371015,0.02224107149514135,0.15463509990343258,0.06252029199561304,0.13755795618303335,1.0,1.2188286773846606,0.0008545450429107362,5.171070842984383e-05,0.5156753108856631,0.5327322813169528
C037,3,14,9.967692287103759,0.1,10.0,0.1,0.1,0.0,0.0,4.8,4.0,0.15,0.15701897323677588,588.9917258030267,True,0.0,10.498428574307315,0.9010842005837519,0.9010842005835705,0.9010842005835705,0.8333333333333334,0.0375,0.03125,0.16646613036035396,0.0820189732367759,0.15701897323677588,1.0,0.14442078780986708,0.0016978167199829639,4.056402171322501e-06,0.6294227751011312,0.6464797455324209
C037,3,15,0.1,4.946139589347335,9.9669382399691,1.1733171529386215,8.238895800494909,0.10407798989393406,0.03721042656738392,6.238046835102969,3.987401011334805,0.15,0.14189923041707306,930.6875950080905,True,0.0,11.054198883559351,0.9144650818787555,0.9936902922609239,0.9144650818787555,0.6392066486094259,0.037618488728272316,0.024045988105750413,0.16403031998972242,0.06666225296052843,0.14189923041707306,1.0,1.724182758119038,0.0010744744051212017,5.092023068510033e-05,0.5561992522972832,0.5732562227285729
C037,3,16,0.1,5.404390000262036,9.998609047278237,3.71134716750279,10.0,0.07288901827796329,0.033673151412964855,6.487391750646489,4.0,0.15,0.13918681871925306,1079.6660635401397,True,0.0,11.104134353587307,1.0741459200700938,1.084343057588166,1.0741459200700938,0.6165806157153046,0.0375,0.02312177308932392,0.1396458313505596,0.06418681871925308,0.13918681871925306,1.0,1.3360785439570313,0.0009262123111669167,2.7904611063417764e-05,0.5303468596975909,0.5474038301288806
C037,3,17,9.884838776206049,0.1,10.0,0.1,0.34781357580860317,0.0,0.0,4.86576429402609,4.0,0.15626015145824992,0.16279805458974497,576.7653362919694,True,0.0,10.545860209214842,0.9071785051890289,0.9071785051886937,0.9071785051886937,0.822070235689586,0.03906503786456248,0.03211420488454348,0.1722485162120852,0.08466797886062,0.16279805458974497,1.0,5.045105563317948e-15,0.0017338073859102052,7.097580471297616e-07,0.6371736302483154,0.6542306006796051
C037,3,18,9.918584539125161,0.1,10.0,0.1,0.2440392928431654,0.0,0.0,4.868708116591315,4.0,0.24445982403278205,0.2546332922908604,286.7350797155908,True,0.0,10.54788310933236,0.9116976414653463,0.9116976414649693,0.9116976414649693,0.8215731779789839,0.06111495600819551,0.050210408629698985,0.2681369490437308,0.1324033802744694,0.2546332922908604,1.0,1.3464840892850658,0.003487539791056917,0.00010456962345854002,0.6611595794131419,0.6782165498444316
C037,3,19,0.1,7.000737485935333,9.710921629080396,4.916552068291845,10.0,0.14765669867531958,0.10988003606679361,6.690965135400244,4.0,0.15132631707257455,0.13858567593039442,1103.9878105218147,True,0.0,11.128596221995492,1.0088054398494957,0.9644904857559528,0.9644904857559528,0.5978210794788016,0.037831579268143636,0.022616515556469482,0.1568976773824444,0.06292251739410713,0.13858567593039442,1.0,1.2708911973849926,0.0009058071026412298,3.3090314589509055e-05,0.5170374475375108,0.5340944179688005
