design_id,split,d1,d2,d3,d4,d5,w1,w2,pitch_mm,height_mm,thickness_mm,arc_length_mm,radius_1_mm,radius_2_mm,radius_min_mm,aspect_ratio_H_over_P,thickness_ratio_t_over_H,thickness_ratio_t_over_P,curvature_index_t_over_Rmin,core_material_fraction,board_material_fraction,geometry_feasible
D051,train,8.798220775158237,0.1013561121604794,8.598115805332457,0.10007515440387303,0.10802464138740542,0.0444781816077873,0.08629205581983397,5.93394488913264,3.8946153676441044,0.15,11.151862670313966,1.0778958969545862,1.1676463257453018,1.0778958969545862,0.6563281999427834,0.03851471476392203,0.025278293412314683,0.13916000647539323,0.07238200183155956,0.14941143135940363,1.0
D052,test,9.80190717528759,0.10415946093403579,8.64012471628833,0.10178778615316227,10.0,0.004996565236212547,0.01831705700345449,7.9,3.27330971092272,0.17932095120344657,11.815316677145544,0.9207864460169527,0.936444984565813,0.9207864460169527,0.41434300138262276,0.05478276333127592,0.022698854582714756,0.19474760079183992,0.08193363255799262,0.19149915922054445,1.0
D053,train,0.1,10.0,6.630298744949112,5.368876767435974,9.648008281262946,0.0010432171780562008,0.0,7.752130891377851,2.2305962975190416,0.15,9.279646977975494,1.1432608900371508,1.179964743288221,1.1432608900371508,0.2877397619795064,0.0672465923873522,0.01934951848746961,0.13120364853478517,0.08049717510839521,0.2149903598830996,1.0
D054,train,0.1,10.0,9.79370909047394,10.0,10.0,0.03539348278309991,0.0414333727037666,7.9,2.8748790882213506,0.15,10.148761956662662,1.3074472827443027,1.3094169340094595,1.3074472827443027,0.36390874534447476,0.052176107375981155,0.018987341772151896,0.11472737905359622,0.06702821437773464,0.17138042912969695,1.0
D055,train,0.1,0.1,7.990007212528866,4.508833297146054,10.0,0.0,0.19896847738238926,5.617572342144628,2.2,0.25,7.8170939315426144,1.079564357978921,0.9086629235971425,0.9086629235971425,0.39162824544242597,0.11363636363636363,0.04450320970936658,0.27512952659091655,0.1581298957060263,0.3854026229787536,1.0
D056,test,0.1015044975625497,0.1,7.372831443216397,8.034226121682346,9.838795726642587,0.1350301236523095,0.2170174095934538,7.9,2.2771759674961,0.2200370222213829,9.796697100603993,1.9810361863251946,0.9151902487540502,0.9151902487540502,0.28825012246786075,0.09662714931219288,0.02785278762295986,0.240427629687864,0.11982619158308723,0.313080490207473,1.0
D057,train,6.5794530268241695,4.243727080770926,8.000872279968297,5.4346771179017725,0.1,0.21181847318469893,0.0,7.896841800670051,3.1548704628288307,0.15,10.70068313961189,1.3390078550167914,0.9767186945374493,0.9767186945374493,0.39951040459758713,0.047545533728665906,0.018994935416747544,0.15357543665224552,0.06442698283394943,0.15951805029128127,1.0
D058,train,9.741016753024619,0.10033180631171308,5.814672641585941,0.1,0.10504254471723007,0.01305510572003909,0.17247278342047037,7.785614538053882,4.0,0.25,12.817280588524365,0.9112929031683258,1.352879126540535,0.9112929031683258,0.5137680500940717,0.0625,0.03211050313087948,0.2743355063238348,0.10289233211679312,0.22789233211679313,1.0
D059,train,8.40745609589681,4.2663115633862105,5.6208055954965666,9.797458232760988,0.10325120778364974,0.01108800764776169,0.15212439439763203,7.9,2.243488766833857,0.15,9.417018313856353,1.0189045991557422,1.0846634921895115,1.0189045991557422,0.28398591985238697,0.06686015201747089,0.018987341772151896,0.14721692308022657,0.07969914886275231,0.2134194528976941,1.0
D060,test,0.39610011593233657,2.5381073110503927,7.8358005876212875,0.1,10.0,0.10762053444997652,0.0,7.9,4.0,0.16897986689855402,12.576376761325042,1.2700233706158899,1.4205938082811793,1.2700233706158899,0.5063291139240506,0.042244966724638504,0.021389856569437215,0.13305256486469874,0.06725172377198649,0.15174165722126348,1.0
