case,seed,generation,evaluations,hypervolume,normalized_hypervolume,reference_objective_1,reference_objective_2
C038,3,32,1152,0.10674315722374093,0.3375410697400187,0.423942885276629,0.7459437344871997
C038,3,33,1188,0.10674317491161,0.3375411256722433,0.423942885276629,0.7459437344871997
C038,3,34,1224,0.10674317491161,0.3375411256722433,0.423942885276629,0.7459437344871997
C038,3,35,1260,0.10682826024025796,0.3378101807910723,0.423942885276629,0.7459437344871997
C038,3,36,1296,0.10682826024025796,0.3378101807910723,0.423942885276629,0.7459437344871997
C038,3,37,1332,0.10682826024025796,0.3378101807910723,0.423942885276629,0.7459437344871997
C038,3,38,1368,0.10682886521115784,0.33781209381791183,0.423942885276629,0.7459437344871997
C038,3,39,1404,0.10682886521115784,0.33781209381791183,0.423942885276629,0.7459437344871997
C038,3,40,1440,0.10683122826555067,0.337819566221093,0.423942885276629,0.7459437344871997
C038,3,41,1476,0.10684771950150491,0.3378717144764951,0.423942885276629,0.7459437344871997
C038,3,42,1512,0.10684771950150491,0.3378717144764951,0.423942885276629,0.7459437344871997
C038,3,43,1548,0.10684734527439609,0.33787053110304127,0.423942885276629,0.7459437344871997
C038,3,44,1584,0.10684859290489969,0.33787447633518336,0.423942885276629,0.7459437344871997
C038,3,45,1620,0.10684859290489969,0.33787447633518336,0.423942885276629,0.7459437344871997
C038,3,46,1656,0.10684859290489969,0.33787447633518336,0.423942885276629,0.7459437344871997
C038,3,47,1692,0.10684976032737058,0.3378781679350939,0.423942885276629,0.7459437344871997
C038,3,48,1728,0.10685032528844497,0.3378799544436662,0.423942885276629,0.7459437344871997
C038,3,49,1764,0.10686671468368948,0.3379317806604196,0.423942885276629,0.7459437344871997
C038,3,50,1800,0.1068680436768615,0.3379359831759591,0.423942885276629,0.7459437344871997
C038,3,51,1836,0.10688105536748056,0.3379771284829269,0.423942885276629,0.7459437344871997
C038,3,52,1872,0.10690328137422377,0.33804741111543724,0.423942885276629,0.7459437344871997
C038,3,53,1908,0.10690705120585249,0.33805933200136373,0.423942885276629,0.7459437344871997
C038,3,54,1944,0.10696126703803949,0.33823077221794723,0.423942885276629,0.7459437344871997
C038,3,55,1980,0.10696891760568422,0.3382549646894282,0.423942885276629,0.7459437344871997
C038,3,56,2016,0.10698303514364316,0.33829960688466293,0.423942885276629,0.7459437344871997
C038,11,1,36,0.10533102244560637,0.33307564548214774,0.423942885276629,0.7459437344871997
C038,11,2,72,0.1053853853194502,0.3332475506709078,0.423942885276629,0.7459437344871997
C038,11,3,108,0.10608755408207082,0.335467934641528,0.423942885276629,0.7459437344871997
C038,11,4,144,0.1060876281433569,0.33546816883664066,0.423942885276629,0.7459437344871997
C038,11,5,180,0.10612984405871385,0.3356016631570285,0.423942885276629,0.7459437344871997
C038,11,6,216,0.10613238329856797,0.33560969269033986,0.423942885276629,0.7459437344871997
C038,11,7,252,0.10632560515540831,0.3362206949686249,0.423942885276629,0.7459437344871997
C038,11,8,288,0.10634219921483189,0.3362731683703383,0.423942885276629,0.7459437344871997
C038,11,9,324,0.10634219921483189,0.3362731683703383,0.423942885276629,0.7459437344871997
C038,11,10,360,0.10641601769262139,0.3365065956794765,0.423942885276629,0.7459437344871997
C038,11,11,396,0.10641736446600712,0.3365108544192509,0.423942885276629,0.7459437344871997
C038,11,12,432,0.1064986936858083,0.3367680320460591,0.423942885276629,0.7459437344871997
C038,11,13,468,0.1064986936858083,0.3367680320460591,0.423942885276629,0.7459437344871997
C038,11,14,504,0.10650124376010674,0.3367760958398328,0.423942885276629,0.7459437344871997
C038,11,15,540,0.10650125679892808,0.336776137070932,0.423942885276629,0.7459437344871997
C038,11,16,576,0.10650125679892808,0.336776137070932,0.423942885276629,0.7459437344871997
C038,11,17,612,0.10650125679892808,0.336776137070932,0.423942885276629,0.7459437344871997
C038,11,18,648,0.1065014172404342,0.33677664441584304,0.423942885276629,0.7459437344871997
C038,11,19,684,0.10655941631799304,0.3369600479350224,0.423942885276629,0.7459437344871997
C038,11,20,720,0.10665994014861097,0.3372779223749737,0.423942885276629,0.7459437344871997
C038,11,21,756,0.10666806126280684,0.33730360279931615,0.423942885276629,0.7459437344871997
C038,11,22,792,0.10666841783503282,0.33730473034485375,0.423942885276629,0.7459437344871997
C038,11,23,828,0.10666841783503282,0.33730473034485375,0.423942885276629,0.7459437344871997
C038,11,24,864,0.10666841783503282,0.33730473034485375,0.423942885276629,0.7459437344871997
C038,11,25,900,0.10681147898790444,0.3377571154516322,0.423942885276629,0.7459437344871997
C038,11,26,936,0.1068190813071346,0.3377811553529448,0.423942885276629,0.7459437344871997
C038,11,27,972,0.10683079659358524,0.3378182011966664,0.423942885276629,0.7459437344871997
C038,11,28,1008,0.10683079659358524,0.3378182011966664,0.423942885276629,0.7459437344871997
C038,11,29,1044,0.10686435306020309,0.33792431278202206,0.423942885276629,0.7459437344871997
C038,11,30,1080,0.10686435306020309,0.33792431278202206,0.423942885276629,0.7459437344871997
C038,11,31,1116,0.10686435306020309,0.33792431278202206,0.423942885276629,0.7459437344871997
C038,11,32,1152,0.10686435306020309,0.33792431278202206,0.423942885276629,0.7459437344871997
C038,11,33,1188,0.10687435384790217,0.3379559370721966,0.423942885276629,0.7459437344871997
C038,11,34,1224,0.10688847455211228,0.3380005892796873,0.423942885276629,0.7459437344871997
C038,11,35,1260,0.10688847455211228,0.3380005892796873,0.423942885276629,0.7459437344871997
C038,11,36,1296,0.10688842053204824,0.3380004184585248,0.423942885276629,0.7459437344871997
C038,11,37,1332,0.10689610085694017,0.33802470502777565,0.423942885276629,0.7459437344871997
C038,11,38,1368,0.10690023470300015,0.338037776992832,0.423942885276629,0.7459437344871997
C038,11,39,1404,0.10694113113991874,0.33816709888498026,0.423942885276629,0.7459437344871997
C038,11,40,1440,0.1069572252603013,0.33821799138949055,0.423942885276629,0.7459437344871997
C038,11,41,1476,0.10701533334279689,0.33840173960189346,0.423942885276629,0.7459437344871997
C038,11,42,1512,0.10710535471066435,0.33868640336489,0.423942885276629,0.7459437344871997
C038,11,43,1548,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,44,1584,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,45,1620,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,46,1656,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,47,1692,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,48,1728,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,49,1764,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,50,1800,0.10711435460442127,0.33871486264832573,0.423942885276629,0.7459437344871997
C038,11,51,1836,0.10711786549862122,0.33872596472751115,0.423942885276629,0.7459437344871997
C038,11,52,1872,0.10711786549862122,0.33872596472751115,0.423942885276629,0.7459437344871997
C038,11,53,1908,0.10711786549862122,0.33872596472751115,0.423942885276629,0.7459437344871997
C038,11,54,1944,0.10711786549862122,0.33872596472751115,0.423942885276629,0.7459437344871997
C038,11,55,1980,0.10711786549862122,0.33872596472751115,0.423942885276629,0.7459437344871997
C038,11,56,2016,0.10711786549862122,0.33872596472751115,0.423942885276629,0.7459437344871997
C038,29,1,36,0.10533102244560637,0.33307564548214774,0.423942885276629,0.7459437344871997
C038,29,2,72,0.10533108628918104,0.3330758473670184,0.423942885276629,0.7459437344871997
C038,29,3,108,0.10533108628918104,0.3330758473670184,0.423942885276629,0.7459437344871997
C038,29,4,144,0.10542065358964049,0.3333590752871692,0.423942885276629,0.7459437344871997
C038,29,5,180,0.10543326670460375,0.33339896022619653,0.423942885276629,0.7459437344871997
C038,29,6,216,0.10543326670460375,0.33339896022619653,0.423942885276629,0.7459437344871997
C038,29,7,252,0.10543326670460375,0.33339896022619653,0.423942885276629,0.7459437344871997
C038,29,8,288,0.10543332393156925,0.33339914118815844,0.423942885276629,0.7459437344871997
C038,29,9,324,0.10548542324690321,0.33356388859762176,0.423942885276629,0.7459437344871997
C038,29,10,360,0.10591924230404348,0.3349357025145907,0.423942885276629,0.7459437344871997
C038,29,11,396,0.10629767097222188,0.3361323620551127,0.423942885276629,0.7459437344871997
C038,29,12,432,0.10634542615930612,0.3362833725493991,0.423942885276629,0.7459437344871997
C038,29,13,468,0.10648549237338326,0.33672628712082153,0.423942885276629,0.7459437344871997
C038,29,14,504,0.10656378098322364,0.3369738497918281,0.423942885276629,0.7459437344871997
C038,29,15,540,0.10656409206280518,0.33697483348143836,0.423942885276629,0.7459437344871997
C038,29,16,576,0.10656583119950602,0.3369803329446142,0.423942885276629,0.7459437344871997
C038,29,17,612,0.10705310526604286,0.33852118121960634,0.423942885276629,0.7459437344871997
C038,29,18,648,0.10705381382844048,0.3385234218214012,0.423942885276629,0.7459437344871997
C038,29,19,684,0.10723005675209354,0.33908073365788055,0.423942885276629,0.7459437344871997
C038,29,20,720,0.10723903072182253,0.3391091109648754,0.423942885276629,0.7459437344871997
C038,29,21,756,0.1072446952167731,0.3391270231171377,0.423942885276629,0.7459437344871997
C038,29,22,792,0.10728145830065998,0.3392432746032738,0.423942885276629,0.7459437344871997
C038,29,23,828,0.10728145830065998,0.3392432746032738,0.423942885276629,0.7459437344871997
C038,29,24,864,0.10728148667641356,0.33924336433251234,0.423942885276629,0.7459437344871997
C038,29,25,900,0.10728825503776085,0.33926476710894293,0.423942885276629,0.7459437344871997
C038,29,26,936,0.10734479931185512,0.33944357027780037,0.423942885276629,0.7459437344871997
C038,29,27,972,0.10734627733810152,0.33944824406273694,0.423942885276629,0.7459437344871997
C038,29,28,1008,0.10734858880413115,0.3394555533342312,0.423942885276629,0.7459437344871997
C038,29,29,1044,0.10749488836731304,0.33991817887710707,0.423942885276629,0.7459437344871997
C038,29,30,1080,0.1074957130414182,0.3399207866450135,0.423942885276629,0.7459437344871997
C038,29,31,1116,0.1075124931041393,0.33997384822262183,0.423942885276629,0.7459437344871997
C038,29,32,1152,0.10753565572654998,0.3400470926024007,0.423942885276629,0.7459437344871997
C038,29,33,1188,0.10753565572654998,0.3400470926024007,0.423942885276629,0.7459437344871997
C038,29,34,1224,0.10753565572654998,0.3400470926024007,0.423942885276629,0.7459437344871997
C038,29,35,1260,0.10755244471044176,0.3401001823903559,0.423942885276629,0.7459437344871997
C038,29,36,1296,0.10755244471044176,0.3401001823903559,0.423942885276629,0.7459437344871997
C038,29,37,1332,0.10755244471044176,0.3401001823903559,0.423942885276629,0.7459437344871997
C038,29,38,1368,0.10755244471044176,0.3401001823903559,0.423942885276629,0.7459437344871997
C038,29,39,1404,0.1075856498142983,0.34020518290343865,0.423942885276629,0.7459437344871997
C038,29,40,1440,0.10760093648920917,0.3402535221200815,0.423942885276629,0.7459437344871997
C038,29,41,1476,0.10760639223501081,0.3402707741699741,0.423942885276629,0.7459437344871997
C038,29,42,1512,0.10763343527171054,0.3403562891179488,0.423942885276629,0.7459437344871997
C038,29,43,1548,0.10763624928202252,0.34036518752488815,0.423942885276629,0.7459437344871997
C038,29,44,1584,0.10763625452864527,0.3403652041156533,0.423942885276629,0.7459437344871997
C038,29,45,1620,0.10763625452864527,0.3403652041156533,0.423942885276629,0.7459437344871997
C038,29,46,1656,0.10763822633554733,0.34037143932387043,0.423942885276629,0.7459437344871997
C038,29,47,1692,0.10763822633554733,0.34037143932387043,0.423942885276629,0.7459437344871997
C038,29,48,1728,0.10763822633554733,0.34037143932387043,0.423942885276629,0.7459437344871997
C038,29,49,1764,0.10765510497519287,0.34042481261945107,0.423942885276629,0.7459437344871997
C038,29,50,1800,0.10765643504503696,0.34042901853962126,0.423942885276629,0.7459437344871997
C038,29,51,1836,0.10767007085282104,0.34047213741736404,0.423942885276629,0.7459437344871997
C038,29,52,1872,0.10767007085282104,0.34047213741736404,0.423942885276629,0.7459437344871997
C038,29,53,1908,0.10767007085282104,0.34047213741736404,0.423942885276629,0.7459437344871997
C038,29,54,1944,0.10768128154379777,0.34050758763940386,0.423942885276629,0.7459437344871997
C038,29,55,1980,0.10772429621208258,0.3406436077602715,0.423942885276629,0.7459437344871997
C038,29,56,2016,0.10774463907963411,0.3407079355678192,0.423942885276629,0.7459437344871997
C038,47,1,36,0.10533102244560637,0.33307564548214774,0.423942885276629,0.7459437344871997
C038,47,2,72,0.10534986136829604,0.3331352175454332,0.423942885276629,0.7459437344871997
C038,47,3,108,0.10568028990959147,0.33418009204795246,0.423942885276629,0.7459437344871997
C038,47,4,144,0.10571515053783362,0.3342903276270257,0.423942885276629,0.7459437344871997
C038,47,5,180,0.10600348022635696,0.3352020779821138,0.423942885276629,0.7459437344871997
C038,47,6,216,0.10668343274677512,0.33735221019745854,0.423942885276629,0.7459437344871997
C038,47,7,252,0.10711453746262396,0.33871544087886485,0.423942885276629,0.7459437344871997
C038,47,8,288,0.10712979091543723,0.3387636750412574,0.423942885276629,0.7459437344871997
C038,47,9,324,0.10716448148205596,0.3388733728548777,0.423942885276629,0.7459437344871997
C038,47,10,360,0.10718025093150174,0.33892323869146695,0.423942885276629,0.7459437344871997
C038,47,11,396,0.10718164162031255,0.3389276362997173,0.423942885276629,0.7459437344871997
C038,47,12,432,0.1072061883940904,0.33900525761517336,0.423942885276629,0.7459437344871997
C038,47,13,468,0.1072557987706155,0.3391621345522813,0.423942885276629,0.7459437344871997
C038,47,14,504,0.10734804725236131,0.33945384085009206,0.423942885276629,0.7459437344871997
C038,47,15,540,0.10735781902925072,0.33948474096687986,0.423942885276629,0.7459437344871997
C038,47,16,576,0.10735781902925072,0.33948474096687986,0.423942885276629,0.7459437344871997
C038,47,17,612,0.10756542053989754,0.3401412142978728,0.423942885276629,0.7459437344871997
C038,47,18,648,0.10757229463215211,0.3401629514144566,0.423942885276629,0.7459437344871997
C038,47,19,684,0.10758204451121796,0.3401937822863862,0.423942885276629,0.7459437344871997
C038,47,20,720,0.10758452963519867,0.3402016406955686,0.423942885276629,0.7459437344871997
C038,47,21,756,0.10758452963519867,0.3402016406955686,0.423942885276629,0.7459437344871997
C038,47,22,792,0.10758452963519867,0.3402016406955686,0.423942885276629,0.7459437344871997
C038,47,23,828,0.10759291579665324,0.34022815924703376,0.423942885276629,0.7459437344871997
C038,47,24,864,0.10759981324556525,0.340249970221571,0.423942885276629,0.7459437344871997
C038,47,25,900,0.10759981324556525,0.340249970221571,0.423942885276629,0.7459437344871997
C038,47,26,936,0.1076140440379484,0.3402949705476733,0.423942885276629,0.7459437344871997
C038,47,27,972,0.10761704771688241,0.3403044687209231,0.423942885276629,0.7459437344871997
C038,47,28,1008,0.10762121833075636,0.3403176569524229,0.423942885276629,0.7459437344871997
C038,47,29,1044,0.10762121833075636,0.3403176569524229,0.423942885276629,0.7459437344871997
C038,47,30,1080,0.10762640764704284,0.34033406650424913,0.423942885276629,0.7459437344871997
C038,47,31,1116,0.1076458986095908,0.34039570043488987,0.423942885276629,0.7459437344871997
C038,47,32,1152,0.1076458986095908,0.34039570043488987,0.423942885276629,0.7459437344871997
C038,47,33,1188,0.10764846984944071,0.34040383115794576,0.423942885276629,0.7459437344871997
C038,47,34,1224,0.10764863868508542,0.3404043650466334,0.423942885276629,0.7459437344871997
C038,47,35,1260,0.10766648945461003,0.34046081239180975,0.423942885276629,0.7459437344871997
C038,47,36,1296,0.10766999308827159,0.3404718915118663,0.423942885276629,0.7459437344871997
C038,47,37,1332,0.10766421553574249,0.3404536218511979,0.423942885276629,0.7459437344871997
C038,47,38,1368,0.10770489651364655,0.3405822624231741,0.423942885276629,0.7459437344871997
C038,47,39,1404,0.10770489651364655,0.3405822624231741,0.423942885276629,0.7459437344871997
C038,47,40,1440,0.10770480465664788,0.3405819719548162,0.423942885276629,0.7459437344871997
C038,47,41,1476,0.10770587924018783,0.3405853699813224,0.423942885276629,0.7459437344871997
C038,47,42,1512,0.10771032967794918,0.34059944306630363,0.423942885276629,0.7459437344871997
C038,47,43,1548,0.10771281512711,0.3406073025037641,0.423942885276629,0.7459437344871997
C038,47,44,1584,0.10771281512711,0.3406073025037641,0.423942885276629,0.7459437344871997
C038,47,45,1620,0.10771281512711,0.3406073025037641,0.423942885276629,0.7459437344871997
C038,47,46,1656,0.10771281512711,0.3406073025037641,0.423942885276629,0.7459437344871997
C038,47,47,1692,0.10771633289761402,0.3406184263270602,0.423942885276629,0.7459437344871997
C038,47,48,1728,0.10773134200637749,0.3406658878296017,0.423942885276629,0.7459437344871997
C038,47,49,1764,0.10773541391735818,0.34067876394479313,0.423942885276629,0.7459437344871997
C038,47,50,1800,0.10774067556071562,0.34069540220783173,0.423942885276629,0.7459437344871997
C038,47,51,1836,0.10774060406333578,0.34069517612025196,0.423942885276629,0.7459437344871997
C038,47,52,1872,0.10775728819327055,0.34074793434112843,0.423942885276629,0.7459437344871997
C038,47,53,1908,0.10777508111517396,0.34080419876171786,0.423942885276629,0.7459437344871997
C038,47,54,1944,0.10777508111517396,0.34080419876171786,0.423942885276629,0.7459437344871997
C038,47,55,1980,0.10777749923746734,0.3408118452995091,0.423942885276629,0.7459437344871997
C038,47,56,2016,0.10777749923746734,0.3408118452995091,0.423942885276629,0.7459437344871997
C038,83,1,36,0.10533102244560637,0.33307564548214774,0.423942885276629,0.7459437344871997
C038,83,2,72,0.1053357428371526,0.33309057220957033,0.423942885276629,0.7459437344871997
C038,83,3,108,0.10541742366247965,0.33334886167631667,0.423942885276629,0.7459437344871997
C038,83,4,144,0.10543417391490993,0.3334018289884216,0.423942885276629,0.7459437344871997
C038,83,5,180,0.10591045721435093,0.3349079224802568,0.423942885276629,0.7459437344871997
C038,83,6,216,0.10646778417359459,0.33667029060680326,0.423942885276629,0.7459437344871997
C038,83,7,252,0.1067485557624886,0.3375581408909131,0.423942885276629,0.7459437344871997
C038,83,8,288,0.10688955827252691,0.33800401619863524,0.423942885276629,0.7459437344871997
C038,83,9,324,0.10705732276433572,0.33853451770807474,0.423942885276629,0.7459437344871997
C038,83,10,360,0.10708611723167973,0.33862557099488655,0.423942885276629,0.7459437344871997
C038,83,11,396,0.10713167755426496,0.3387696409326989,0.423942885276629,0.7459437344871997
C038,83,12,432,0.10715391459117021,0.3388399584445663,0.423942885276629,0.7459437344871997
C038,83,13,468,0.10733557648482135,0.3394144060392302,0.423942885276629,0.7459437344871997
C038,83,14,504,0.10735584407186564,0.3394784957962686,0.423942885276629,0.7459437344871997
C038,83,15,540,0.10735584407186564,0.3394784957962686,0.423942885276629,0.7459437344871997
C038,83,16,576,0.1073582478337921,0.33948609692399573,0.423942885276629,0.7459437344871997
C038,83,17,612,0.10736647292824471,0.3395121061526194,0.423942885276629,0.7459437344871997
C038,83,18,648,0.10749970321031783,0.33993340427703655,0.423942885276629,0.7459437344871997
C038,83,19,684,0.10749970321031783,0.33993340427703655,0.423942885276629,0.7459437344871997
C038,83,20,720,0.10750319762479951,0.3399444542443875,0.423942885276629,0.7459437344871997
C038,83,21,756,0.10750319762479951,0.3399444542443875,0.423942885276629,0.7459437344871997
C038,83,22,792,0.10751915622158856,0.33999491819891,0.423942885276629,0.7459437344871997
C038,83,23,828,0.10751915622158856,0.33999491819891,0.423942885276629,0.7459437344871997
C038,83,24,864,0.10752766718725325,0.3400218314037439,0.423942885276629,0.7459437344871997
C038,83,25,900,0.10753780732799369,0.3400538963533094,0.423942885276629,0.7459437344871997
C038,83,26,936,0.10753601309820335,0.3400482226758715,0.423942885276629,0.7459437344871997
C038,83,27,972,0.10753601309820335,0.3400482226758715,0.423942885276629,0.7459437344871997
C038,83,28,1008,0.10753601309820335,0.3400482226758715,0.423942885276629,0.7459437344871997
C038,83,29,1044,0.10753386701398635,0.3400414363714263,0.423942885276629,0.7459437344871997
C038,83,30,1080,0.10753386701398635,0.3400414363714263,0.423942885276629,0.7459437344871997
C038,83,31,1116,0.10753386701398635,0.3400414363714263,0.423942885276629,0.7459437344871997
C038,83,32,1152,0.10752943895445516,0.34002743405043545,0.423942885276629,0.7459437344871997
C038,83,33,1188,0.10752431496050513,0.3400112310595907,0.423942885276629,0.7459437344871997
C038,83,34,1224,0.1075269766951854,0.3400196479435832,0.423942885276629,0.7459437344871997
C038,83,35,1260,0.1075269766951854,0.3400196479435832,0.423942885276629,0.7459437344871997
C038,83,36,1296,0.10752668709147006,0.34001873216452605,0.423942885276629,0.7459437344871997
C038,83,37,1332,0.10752668709147006,0.34001873216452605,0.423942885276629,0.7459437344871997
C038,83,38,1368,0.10752668709147006,0.34001873216452605,0.423942885276629,0.7459437344871997
C038,83,39,1404,0.10752668709147006,0.34001873216452605,0.423942885276629,0.7459437344871997
C038,83,40,1440,0.10752443266757797,0.34001160327053437,0.423942885276629,0.7459437344871997
C038,83,41,1476,0.10752443266757797,0.34001160327053437,0.423942885276629,0.7459437344871997
C038,83,42,1512,0.10752443266757797,0.34001160327053437,0.423942885276629,0.7459437344871997
C038,83,43,1548,0.10752443266757797,0.34001160327053437,0.423942885276629,0.7459437344871997
C038,83,44,1584,0.10752443266757797,0.34001160327053437,0.423942885276629,0.7459437344871997
C038,83,45,1620,0.10752443266757797,0.34001160327053437,0.423942885276629,0.7459437344871997
C038,83,46,1656,0.10754494208053376,0.34007645772461736,0.423942885276629,0.7459437344871997
C038,83,47,1692,0.10754494208053376,0.34007645772461736,0.423942885276629,0.7459437344871997
C038,83,48,1728,0.10754494208053376,0.34007645772461736,0.423942885276629,0.7459437344871997
C038,83,49,1764,0.10754494208053376,0.34007645772461736,0.423942885276629,0.7459437344871997
C038,83,50,1800,0.10754494208053376,0.34007645772461736,0.423942885276629,0.7459437344871997
C038,83,51,1836,0.10754494208053376,0.34007645772461736,0.423942885276629,0.7459437344871997
C038,83,52,1872,0.10754494208053376,0.34007645772461736,0.423942885276629,0.7459437344871997
C038,83,53,1908,0.10754510219098283,0.3400769640226664,0.423942885276629,0.7459437344871997
C038,83,54,1944,0.10754510219098283,0.3400769640226664,0.423942885276629,0.7459437344871997
C038,83,55,1980,0.10756138705062782,0.34012845967904476,0.423942885276629,0.7459437344871997
C038,83,56,2016,0.10756138705062782,0.34012845967904476,0.423942885276629,0.7459437344871997
C039,3,1,36,864.9496461194273,0.32211983055813304,3831.09467216496,0.700890993273147
C039,3,2,72,886.2009048705212,0.3300341084571545,3831.09467216496,0.700890993273147
C039,3,3,108,893.3742092594213,0.3327055513609826,3831.09467216496,0.700890993273147
C039,3,4,144,897.7638890799159,0.33434033198240504,3831.09467216496,0.700890993273147
C039,3,5,180,901.4384156587188,0.33570877913335273,3831.09467216496,0.700890993273147
C039,3,6,216,913.5567848610154,0.3402218361090945,3831.09467216496,0.700890993273147
C039,3,7,252,915.9764380673392,0.34112295016160304,3831.09467216496,0.700890993273147
C039,3,8,288,928.8021169536867,0.3458994195528545,3831.09467216496,0.700890993273147
C039,3,9,324,931.7968687819396,0.3470147086980764,3831.09467216496,0.700890993273147
C039,3,10,360,932.3403377163321,0.34721710443503695,3831.09467216496,0.700890993273147
C039,3,11,396,932.3720423893333,0.3472289117164676,3831.09467216496,0.700890993273147
C039,3,12,432,932.3720423893333,0.3472289117164676,3831.09467216496,0.700890993273147
C039,3,13,468,933.1490311385552,0.34751827362946197,3831.09467216496,0.700890993273147
C039,3,14,504,934.4598286628707,0.34800643369556855,3831.09467216496,0.700890993273147
C039,3,15,540,936.5948352134283,0.34880154119274087,3831.09467216496,0.700890993273147
C039,3,16,576,936.5948352134283,0.34880154119274087,3831.09467216496,0.700890993273147
C039,3,17,612,939.8339528270757,0.35000783571121036,3831.09467216496,0.700890993273147
C039,3,18,648,944.2370224952014,0.3516476029066714,3831.09467216496,0.700890993273147
C039,3,19,684,944.9296768590947,0.35190555746776486,3831.09467216496,0.700890993273147
C039,3,20,720,944.9296768590947,0.35190555746776486,3831.09467216496,0.700890993273147
C039,3,21,756,944.9296768590947,0.35190555746776486,3831.09467216496,0.700890993273147
C039,3,22,792,944.9296768590947,0.35190555746776486,3831.09467216496,0.700890993273147
C039,3,23,828,944.9296768590947,0.35190555746776486,3831.09467216496,0.700890993273147
C039,3,24,864,944.9296768590947,0.35190555746776486,3831.09467216496,0.700890993273147
C039,3,25,900,945.1353433691507,0.3519821506679216,3831.09467216496,0.700890993273147
C039,3,26,936,947.1185478022691,0.3527207248483081,3831.09467216496,0.700890993273147
C039,3,27,972,947.1185478022691,0.3527207248483081,3831.09467216496,0.700890993273147
C039,3,28,1008,947.1436527041973,0.35273007427898484,3831.09467216496,0.700890993273147
C039,3,29,1044,947.1436527041973,0.35273007427898484,3831.09467216496,0.700890993273147
C039,3,30,1080,947.1930123632909,0.3527484565340617,3831.09467216496,0.700890993273147
C039,3,31,1116,947.1945040957089,0.35274901207691434,3831.09467216496,0.700890993273147
C039,3,32,1152,948.2599824512325,0.35314581171592735,3831.09467216496,0.700890993273147
C039,3,33,1188,948.2599824512325,0.35314581171592735,3831.09467216496,0.700890993273147
C039,3,34,1224,948.2599824512325,0.35314581171592735,3831.09467216496,0.700890993273147
C039,3,35,1260,948.2599824512325,0.35314581171592735,3831.09467216496,0.700890993273147
C039,3,36,1296,948.2599824512325,0.35314581171592735,3831.09467216496,0.700890993273147
C039,3,37,1332,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,38,1368,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,39,1404,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,40,1440,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,41,1476,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,42,1512,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,43,1548,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,44,1584,952.1261631830176,0.354585633661421,3831.09467216496,0.700890993273147
C039,3,45,1620,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,46,1656,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,47,1692,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,48,1728,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,49,1764,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,50,1800,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,51,1836,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,52,1872,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,53,1908,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,54,1944,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,55,1980,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,3,56,2016,952.141859959257,0.3545914793692321,3831.09467216496,0.700890993273147
C039,11,1,36,864.9496461194273,0.32211983055813304,3831.09467216496,0.700890993273147
C039,11,2,72,896.7229694149265,0.333952678357,3831.09467216496,0.700890993273147
C039,11,3,108,905.436611897578,0.33719776557409825,3831.09467216496,0.700890993273147
C039,11,4,144,911.479587134232,0.33944825745883533,3831.09467216496,0.700890993273147
C039,11,5,180,919.7037009974227,0.3425110370969185,3831.09467216496,0.700890993273147
C039,11,6,216,925.8297912293987,0.34479248221497966,3831.09467216496,0.700890993273147
C039,11,7,252,925.8297912293987,0.34479248221497966,3831.09467216496,0.700890993273147
C039,11,8,288,934.8653757354912,0.3481574653248685,3831.09467216496,0.700890993273147
C039,11,9,324,938.0415481174616,0.34934031812340294,3831.09467216496,0.700890993273147
C039,11,10,360,945.4179161925526,0.35208738489791747,3831.09467216496,0.700890993273147
C039,11,11,396,945.4179161925526,0.35208738489791747,3831.09467216496,0.700890993273147
C039,11,12,432,950.0775694163483,0.3538227075420075,3831.09467216496,0.700890993273147
